1000 10000
529 598 0
35 564 89760
101 757 31990
172 601 0
879 891 0
218 898 0
125 572 30280
238 723 79670
559 877 45920
116 549 68060
596 875 9540
678 751 0
428 688 49460
249 927 93890
72 813 54740
822 1000 10640
104 737 51940
478 651 0
737 919 70060
182 645 44160
660 779 41240
702 816 6440
42 156 0
468 559 78730
102 948 64610
365 908 0
427 770 20
247 769 5420
671 896 0
157 390 51360
117 743 97970
263 860 0
309 680 74770
6 117 31890
441 998 90110
717 747 94060
184 386 49380
218 925 59010
703 883 20310
690 905 52880
111 231 67990
358 747 0
130 283 93030
746 781 39270
407 530 55660
216 842 52060
192 993 82790
632 978 91080
112 614 37890
8 286 0
157 900 35690
281 344 88340
7 743 19360
169 993 34730
90 410 0
442 926 45790
170 729 5010
85 549 70710
702 882 0
38 497 0
36 482 0
256 416 3680
451 573 0
612 720 25370
754 810 51410
122 401 47340
546 652 75760
387 724 0
503 528 21720
295 824 0
43 258 6620
134 337 0
100 284 67030
378 611 17310
523 743 18930
509 790 0
40 685 90480
96 388 50170
137 161 50040
692 857 68820
90 516 43730
424 773 34360
489 708 13920
81 134 98860
197 382 56870
169 349 44890
538 781 51660
274 738 0
208 878 19090
808 957 0
731 791 12680
203 700 26820
20 121 0
315 580 14480
731 799 89490
82 93 8390
392 941 1070
28 145 68610
206 569 55820
69 525 81280
8 479 0
15 86 78630
734 871 46610
469 548 35640
113 129 16880
527 918 60920
391 753 66920
145 908 52570
595 775 76060
209 927 85530
205 816 42260
497 801 10720
241 1000 89540
104 627 15510
301 808 53140
212 248 0
99 684 85620
660 829 21620
130 196 17230
614 631 27420
434 701 96660
409 737 0
567 607 0
359 954 0
563 571 60410
504 580 64490
57 244 60540
712 882 52590
131 341 43240
377 653 86640
567 788 32030
192 794 0
547 878 50880
21 547 74610
794 952 39060
274 484 0
187 721 0
175 221 0
306 433 52820
706 746 0
122 275 93990
566 900 52530
708 731 0
440 579 19820
773 885 11210
705 819 57630
155 295 99090
138 801 52390
468 593 71970
349 916 16380
622 993 85840
736 748 68580
499 878 85640
358 558 20490
630 948 13670
405 670 56470
57 637 6690
129 733 67910
542 792 23510
688 708 36490
731 924 86480
424 626 65670
691 985 0
748 875 3190
93 252 13740
76 595 42330
85 904 27270
124 837 85790
542 578 82730
518 851 18370
530 683 84890
9 474 0
26 693 10280
16 806 0
564 798 52580
328 583 56870
215 770 21190
226 548 0
712 813 0
640 876 61020
115 526 0
343 963 83930
222 748 85170
26 217 88430
83 506 41940
201 939 0
155 653 0
491 704 96170
30 995 98830
642 666 0
76 128 37080
825 913 10740
292 946 91610
221 917 0
796 947 0
300 701 0
5 860 36190
453 676 19810
506 855 63790
289 948 59390
122 387 0
471 612 11420
318 782 46980
141 747 88540
231 933 35660
588 704 94210
113 372 69520
240 744 56430
382 739 71840
172 790 26720
240 728 72060
605 860 0
588 651 56510
544 745 0
563 568 0
218 618 20
72 901 82190
528 592 99080
133 512 97110
331 496 32990
316 811 73270
816 942 54940
310 663 0
272 402 35120
538 553 0
307 769 45890
118 604 56020
218 505 9280
312 881 52630
510 792 91020
58 467 62240
59 69 15510
236 972 91040
256 503 84310
359 729 23890
759 903 90170
599 946 94990
216 701 13930
143 175 7130
626 969 39740
506 994 6440
48 247 0
499 926 12040
375 578 55870
466 801 53180
328 332 38820
136 712 33160
85 429 45980
597 643 86320
310 709 76940
189 828 74170
91 342 52640
589 892 60780
450 685 42530
789 804 55460
249 799 0
901 925 42940
831 985 0
259 954 0
683 808 91230
792 975 2470
763 781 0
195 953 53160
4 239 11270
936 953 0
93 177 98220
268 380 72710
24 896 26170
144 201 86130
453 478 20540
662 922 0
181 664 90390
609 834 12740
470 652 87430
195 237 0
452 946 94570
146 253 0
284 969 74240
141 558 23570
58 233 68490
558 853 4680
531 554 11090
221 823 30820
834 873 52270
504 597 0
216 578 0
482 902 48430
490 689 38540
229 415 0
476 589 77230
275 879 91770
242 357 17520
98 899 24680
160 411 30860
382 452 10090
660 770 54810
146 906 46790
29 389 91410
460 549 10240
183 555 83240
93 610 29440
267 904 35530
117 806 53980
550 943 0
417 895 25030
571 643 42840
14 347 0
599 816 52640
487 761 0
532 916 61120
631 755 6260
490 865 62780
130 162 21980
301 326 20820
229 299 30340
149 865 62890
396 880 82030
215 359 76140
685 804 80960
119 257 50160
45 254 17880
450 824 2560
59 577 63020
751 850 26730
692 843 0
247 442 79330
498 916 57360
290 440 29760
238 566 59670
194 763 75180
523 613 59530
17 561 68260
619 853 37410
562 701 98640
95 399 97870
420 865 91880
103 760 61430
61 689 15580
178 590 94380
184 961 0
879 933 93720
444 728 37670
374 813 63340
330 859 74020
280 325 54940
559 893 0
133 356 52770
322 543 80070
188 907 37570
560 806 9440
82 176 26620
139 877 39940
410 608 35160
154 176 14520
571 708 26820
117 860 28030
208 346 37420
78 472 0
385 464 24940
662 678 73290
177 655 8540
313 407 7290
31 908 45390
201 247 24610
43 691 59170
260 764 21240
394 723 33710
332 766 0
232 859 3420
350 373 22730
195 472 960
620 835 7510
51 169 90280
388 621 42670
628 957 32710
15 170 89020
603 988 0
366 378 91660
388 481 15730
718 808 83220
466 751 76040
376 845 79440
821 901 39320
536 959 18410
572 677 19880
92 414 28660
135 205 0
97 214 66640
64 177 87920
891 991 27780
71 410 85570
487 856 980
105 860 1540
30 518 12930
641 774 16840
142 927 28210
398 595 76530
304 961 20540
206 221 15040
192 259 42360
124 393 78610
719 903 74990
666 995 0
3 812 55870
17 34 93920
451 498 36620
65 184 0
458 728 91080
112 590 9410
395 698 13260
45 134 0
257 462 93110
111 784 11410
303 453 13840
183 321 25690
405 458 93940
139 594 68590
177 728 0
463 484 48370
355 981 74820
99 817 70890
292 892 2280
6 284 0
592 854 18170
139 290 42630
67 257 8930
46 722 34170
502 685 90870
30 134 19610
298 886 59270
642 933 9610
435 512 88440
92 131 58620
541 757 57960
818 829 65590
639 797 29720
758 782 33590
6 933 1730
84 146 53530
750 916 5090
733 866 0
42 943 0
387 987 36760
509 517 67610
84 574 0
192 508 0
670 914 0
355 680 97660
407 931 54630
132 405 43220
100 868 38510
807 815 53790
39 744 29910
85 958 34960
496 552 73180
568 571 68210
808 947 70390
458 484 76780
222 970 37220
109 195 34060
582 829 27280
202 442 0
88 617 76470
207 268 45420
152 878 43330
101 802 9420
755 825 0
174 606 56870
605 702 11420
501 764 46010
35 349 38740
729 771 22540
431 991 67720
927 928 59890
185 534 0
368 402 74440
137 885 51640
354 863 53560
514 844 81030
312 860 99160
497 614 61320
20 123 83190
866 895 42130
696 876 81180
390 480 79690
98 283 73770
814 941 38980
161 381 67970
145 395 22110
100 304 41830
116 689 60610
716 965 0
789 949 0
233 767 0
51 243 58940
510 532 20890
788 956 0
209 801 69560
549 863 72590
231 913 50580
110 659 82830
561 996 8540
616 723 66830
284 491 0
506 956 69470
39 625 47440
300 622 53870
717 831 81460
527 612 0
83 367 15140
315 539 60640
39 440 20410
115 916 26770
139 624 57110
309 957 10820
307 325 24920
324 350 99310
660 927 28220
61 903 54640
73 596 73410
119 559 12820
173 869 0
687 983 0
287 556 0
455 478 0
626 695 17660
725 897 22880
884 980 16290
417 961 65660
146 926 10670
25 75 56710
47 443 16670
129 148 1910
317 891 9610
776 809 2780
231 367 37570
239 803 0
663 974 9030
353 643 0
480 493 15120
26 457 0
252 521 92420
231 784 80410
895 966 0
46 789 0
257 844 0
922 936 3210
411 792 23130
540 781 36870
510 512 51630
75 869 32460
227 324 0
367 747 83840
625 786 98940
391 903 56570
56 616 0
416 849 2610
211 614 98010
4 346 19490
46 231 0
709 790 22210
504 704 16920
428 591 0
386 746 0
659 806 90690
502 801 21460
162 966 16790
174 186 17770
597 932 63690
921 928 0
382 909 36560
1 400 17360
378 544 620
879 910 7320
111 882 19760
376 447 83590
281 847 86810
265 551 6570
463 726 45840
256 389 88390
239 824 0
584 796 63610
493 714 32760
125 728 39170
110 968 0
379 420 8060
384 453 61290
606 784 65870
610 934 82470
262 370 13830
204 659 94580
37 658 26130
740 833 74220
361 458 2720
166 753 43110
629 943 34670
77 369 37870
91 123 52560
187 784 0
85 194 23170
383 978 89020
823 979 0
123 852 55270
244 427 38020
52 282 7140
494 570 0
95 943 13960
828 891 63620
251 612 86340
53 531 0
302 695 40740
287 916 66880
5 968 36720
4 881 63820
28 862 89240
69 619 0
123 149 17590
25 846 23630
25 601 98470
636 875 52320
143 782 43360
177 739 0
299 598 25190
221 668 1140
95 734 84220
203 799 78590
235 518 43890
99 470 52330
279 701 55380
3 808 12960
30 845 4770
94 386 56420
426 556 20810
59 464 36160
222 238 94430
518 598 0
5 56 0
70 851 24820
322 989 10620
248 753 81390
402 774 0
915 930 24170
105 166 61590
269 716 57210
165 414 21090
67 415 48920
465 772 6480
103 675 21610
195 433 14090
306 424 19390
479 985 92310
143 463 0
225 848 0
535 688 21590
68 459 60070
478 678 20940
147 516 53730
303 367 26540
671 850 54970
111 619 59210
391 651 79020
322 547 78020
785 995 60380
680 730 81880
539 672 57960
503 977 99630
370 995 0
32 636 16970
186 590 84330
178 667 21910
59 849 16140
43 342 0
146 843 0
35 180 28190
183 633 92340
582 907 0
259 863 0
873 912 0
273 643 65320
509 596 99730
191 486 5620
815 913 8820
382 425 11270
59 613 23760
621 876 40480
141 911 93310
358 686 0
38 410 59880
295 366 29630
12 496 22040
135 259 0
646 657 82590
79 824 69960
374 450 0
882 975 32090
357 846 88070
24 599 80030
101 455 0
433 486 34090
72 819 0
708 934 46680
608 719 98620
629 800 64380
511 566 35570
703 759 0
463 492 21120
67 880 0
355 961 53170
246 838 10610
273 901 98190
403 910 0
475 714 29710
45 429 90430
279 606 15790
69 657 85980
359 775 88890
725 733 0
689 859 20830
486 993 55920
134 684 29190
442 906 14940
668 854 29060
377 928 48240
9 242 0
117 525 81690
389 906 34210
684 694 29310
479 981 58470
476 596 0
529 730 33390
252 570 54740
67 416 0
17 322 15380
175 820 37530
630 767 0
259 633 1520
374 551 61160
454 833 31610
530 915 42180
568 752 0
254 796 69060
133 988 34980
192 349 0
622 623 27110
342 704 0
223 770 22670
146 305 70970
32 971 36560
267 829 11360
189 437 0
149 570 59540
116 163 8190
228 930 70530
105 360 6820
232 387 73690
737 912 57990
21 433 93590
424 696 43030
512 531 0
524 588 85910
284 993 82440
16 370 6630
351 759 71880
1 290 41890
99 338 5530
87 800 24470
71 943 0
551 995 73910
144 264 31210
794 983 67560
71 187 34010
39 297 63560
236 476 59920
749 870 15330
177 581 91030
488 550 0
20 91 41610
351 369 18780
28 423 12590
399 864 0
700 965 0
224 887 61070
310 590 34980
468 622 92860
574 819 96770
784 805 0
519 722 16090
317 720 11210
784 787 90290
399 521 0
126 188 260
136 486 15570
91 675 0
696 703 7240
691 880 15670
380 931 58870
412 774 69630
918 948 66010
786 861 0
76 847 34810
855 917 98340
165 896 25680
324 612 0
901 991 17930
38 139 0
107 656 43360
1 422 0
653 796 65690
12 371 21490
56 337 90640
16 187 69090
57 302 0
363 575 68920
257 429 30360
244 478 11280
164 632 46770
611 825 50680
44 613 50240
611 631 0
22 916 16240
172 688 42880
92 735 0
32 318 1920
534 545 0
555 943 62670
190 777 0
457 508 18130
55 759 0
293 924 60310
476 743 0
434 804 80640
327 378 10290
240 963 72330
276 540 83370
3 747 83640
157 551 27280
565 633 0
379 390 45190
16 944 0
551 570 11640
195 961 95790
152 390 3880
91 894 64590
303 1000 0
249 701 37840
245 775 91270
391 627 0
424 841 95740
288 989 14090
484 768 87460
157 499 22580
443 729 64260
240 645 56470
184 825 0
699 984 87590
237 416 0
588 922 84380
382 774 68480
376 983 48990
29 579 3910
491 637 7340
557 590 99680
120 662 0
740 788 6630
300 687 77020
27 135 92690
733 815 52730
601 955 69590
264 692 0
323 512 0
437 728 75560
442 531 26840
424 976 86540
235 725 46120
172 489 44970
386 679 15730
121 866 89110
225 749 18130
411 912 40920
562 614 26140
263 708 57470
873 989 5060
296 953 45040
93 775 79520
111 487 68210
623 936 0
21 137 46480
545 868 18570
58 301 80560
467 532 0
29 333 14860
46 874 87880
415 510 71560
528 566 95980
317 955 16570
338 615 0
422 744 0
145 570 33180
489 760 46870
374 416 0
581 627 32970
416 897 2090
37 601 82140
218 849 81470
251 995 20210
397 490 33720
390 825 7310
249 943 0
583 611 14710
295 943 32510
851 949 96120
569 982 60710
2 746 88860
414 907 26070
144 668 0
694 817 0
268 746 94960
434 675 42680
282 494 0
257 858 32820
829 972 18620
413 736 0
564 949 0
333 359 53120
184 937 54260
144 250 49120
453 917 15360
32 875 76140
807 879 29590
15 702 11940
284 502 0
183 516 98710
50 197 48030
283 342 30080
591 733 9110
241 904 7130
85 628 81630
192 758 59580
77 705 1810
135 426 0
84 370 73760
241 595 10890
122 203 87320
135 262 0
120 767 90640
378 426 63570
240 424 81910
36 644 45810
65 648 35560
38 94 84040
603 841 0
293 722 46620
283 875 84460
42 816 1420
534 781 10710
89 134 83690
373 512 75080
581 946 64840
62 659 90310
351 842 58360
665 970 72410
593 819 89030
31 936 40010
76 949 44210
322 471 60020
371 698 22170
729 976 65520
177 612 18290
46 995 3560
177 970 61270
76 808 48980
7 737 94160
672 930 0
16 320 1540
615 904 88260
6 775 43590
135 468 36140
380 617 0
326 828 31060
253 597 75210
702 993 52560
456 866 78270
312 549 0
302 977 95830
780 929 0
355 841 17960
555 775 70410
175 748 53840
195 203 370
482 793 35780
622 979 0
56 836 39860
62 86 47780
238 547 81870
476 734 940
600 942 0
55 959 85560
152 277 0
309 874 21830
121 985 0
600 754 28920
310 335 12980
186 606 42960
145 689 13190
59 744 35920
201 906 0
39 975 48390
121 481 20360
589 689 12910
126 628 30970
194 416 1080
649 899 30470
170 592 39370
565 769 61580
526 648 26940
513 568 93030
171 726 51390
28 739 21740
172 422 35880
545 650 70610
47 295 47060
416 1000 0
333 519 91710
314 891 40660
616 621 92210
316 621 66620
843 909 94090
138 212 93630
59 667 96360
354 833 22880
251 390 29320
221 705 69080
617 944 0
532 843 81640
8 467 64510
116 983 58580
262 786 54510
855 995 16210
205 557 43530
213 680 65860
90 897 64070
243 729 68860
529 981 9770
132 821 37020
306 359 62060
845 914 19170
409 540 6770
416 443 18380
277 803 51570
62 898 7880
632 925 65470
435 468 86640
449 519 77370
194 727 30930
355 571 31690
82 479 0
741 945 52960
78 352 90730
1 475 14260
428 978 97410
730 930 41730
781 911 93440
281 665 0
10 132 10980
59 115 21780
659 758 0
209 856 33970
126 832 28840
537 614 0
120 346 0
422 927 0
78 356 85020
5 75 27680
444 923 95410
386 973 0
472 870 60030
524 554 39270
632 851 76510
466 945 0
712 892 61960
651 811 74230
678 957 67320
310 410 92410
41 283 16230
571 760 70060
238 435 0
314 945 3580
138 149 46290
321 483 74480
79 659 0
179 677 90940
245 801 11070
214 310 44960
383 949 47840
845 882 0
697 967 87660
295 994 21340
714 756 18060
288 789 74140
66 337 91810
949 988 0
302 335 34130
11 22 42910
813 885 7710
463 695 5360
783 887 79170
542 843 48530
106 716 7980
216 661 81290
334 399 42110
160 466 93510
185 263 3020
446 858 68870
301 607 88110
205 231 73090
93 726 47690
260 819 0
91 973 21360
164 658 93020
717 861 92660
656 706 77320
89 774 44210
214 338 35480
18 870 0
543 936 68420
132 686 34690
287 527 0
799 945 13890
185 524 40720
446 889 21880
808 879 49630
905 951 0
265 837 71920
67 237 65690
93 688 84790
56 806 69280
46 154 38760
67 545 6020
129 956 70
428 441 21780
526 958 33820
46 923 3740
157 233 53170
736 861 0
626 799 5620
739 861 0
313 714 85010
163 233 83410
79 648 82070
867 965 0
702 893 89980
339 962 86460
277 523 75670
416 924 8330
278 535 0
524 771 26330
443 541 85630
126 866 0
62 518 62380
592 958 0
451 652 67730
125 916 58370
369 701 0
24 760 92880
401 578 75640
568 809 9270
566 999 63490
212 916 41970
53 129 0
164 788 76160
663 882 1480
140 548 0
27 408 5970
55 459 7430
206 957 77580
296 536 52190
618 632 18390
11 982 59830
717 803 0
432 661 15910
81 957 22910
762 891 67170
420 891 15890
347 649 0
201 394 0
237 901 37640
55 964 14280
263 433 68460
415 783 39190
500 708 0
327 869 93930
7 882 63530
247 575 0
180 262 14630
424 528 0
394 701 40320
333 644 59960
705 919 26190
340 969 47390
483 767 29870
656 887 33390
870 950 0
30 84 0
648 659 37580
501 912 54210
321 897 11640
176 806 0
398 630 0
150 209 84730
521 543 0
119 820 0
939 941 30880
766 884 87030
192 792 82320
147 307 0
309 613 67430
407 624 52760
308 526 80320
358 891 29340
778 822 47460
122 524 85390
289 714 0
336 725 20980
140 785 19410
102 709 0
715 895 0
382 573 0
625 826 10530
391 818 95170
659 747 0
66 988 93970
293 396 6440
503 533 47160
578 804 74290
841 980 33260
296 407 0
814 911 95630
336 895 46190
487 778 92790
265 919 0
486 956 67880
135 225 0
216 478 81230
594 640 38420
182 258 8130
230 848 96470
78 538 0
300 695 0
22 197 23760
27 411 45740
44 971 14820
520 568 0
363 759 13780
139 613 92520
532 822 30070
613 829 12310
96 514 0
721 745 82570
4 458 72940
124 761 70520
353 792 59490
150 636 24910
86 367 30210
387 658 0
239 642 12160
459 737 70240
285 300 46730
927 966 0
17 593 0
180 221 0
763 775 0
469 927 31320
26 950 88570
25 290 95510
682 714 64620
101 626 2560
159 177 0
273 452 87990
334 447 81720
982 989 6910
581 981 0
78 535 3110
546 805 85590
158 436 93910
20 536 0
377 523 50190
100 383 87780
252 853 0
58 933 42930
64 140 0
234 260 97110
136 225 67410
310 605 61280
558 961 22560
98 205 9740
505 879 41130
214 955 5570
712 872 74990
10 597 32230
792 989 11530
377 995 56920
156 539 0
393 515 91610
421 872 45910
216 229 41090
334 645 0
453 522 10840
689 994 62760
172 374 75590
529 887 11970
399 780 93020
585 653 23680
571 635 27580
690 964 14230
35 82 61930
364 831 49610
142 627 19380
224 300 24960
24 624 7170
15 834 88160
271 971 80040
871 874 37630
54 609 74170
207 968 55060
450 756 24580
127 290 24040
195 794 30160
547 816 33580
480 925 95310
497 893 41490
299 838 51780
64 196 0
224 595 56790
761 961 53820
100 266 6740
23 99 75580
256 896 60740
585 834 92280
742 884 0
415 868 72810
109 477 69860
38 402 0
259 892 4790
715 761 0
313 684 0
357 400 91460
1 163 50410
513 967 38770
411 804 0
155 338 0
379 738 37820
389 595 19090
296 634 32840
244 489 73210
783 939 0
330 599 8860
205 512 0
237 831 62970
790 844 48370
343 565 0
155 992 67940
359 393 77410
414 478 74670
23 640 0
35 785 36960
503 968 69160
476 577 95610
254 449 0
21 539 89820
199 668 50080
143 373 91710
560 901 71520
691 942 93990
169 478 19810
759 821 80230
287 694 0
310 695 55440
531 537 30710
17 288 62570
5 783 1410
73 492 39460
360 427 82620
552 929 74690
596 837 29760
254 834 72810
869 966 71430
118 311 0
189 521 15310
206 512 96670
302 714 33490
448 918 55760
103 423 66730
607 825 0
327 424 88470
412 600 98290
56 537 47830
88 778 15430
158 652 26080
264 774 92710
373 468 95510
638 784 14290
117 859 33210
468 979 26870
48 507 66620
3 641 0
46 225 59520
268 539 73090
525 975 61130
304 585 92930
144 873 49470
340 845 0
152 844 0
401 795 0
437 543 0
161 438 4380
331 981 0
167 279 62910
20 858 0
359 429 29740
617 875 0
507 926 69530
789 901 33510
267 436 0
18 413 35760
270 289 66290
150 261 88670
469 839 93410
14 445 74380
87 835 79710
128 382 3280
325 402 43420
149 310 71410
298 631 85010
291 382 46960
234 539 70940
455 983 11380
373 420 43610
113 585 4710
680 873 86470
100 853 38010
165 747 98030
591 849 54940
271 871 9610
60 379 93780
367 440 48060
892 964 57870
540 687 12990
285 824 40710
146 497 76330
554 782 91880
450 619 57580
278 334 1390
712 814 14910
378 976 23510
518 896 53590
860 889 62870
86 580 21570
278 583 33130
430 558 14070
876 911 0
136 667 47920
559 650 69120
243 692 0
22 607 40290
813 911 95660
467 681 0
183 995 28630
408 879 15760
453 687 75960
255 688 16130
322 606 0
59 840 17170
444 713 53590
214 755 13170
244 664 11560
499 905 42380
537 553 91130
206 613 4910
587 922 98530
729 906 46690
277 539 90560
3 762 73920
43 695 42360
20 789 85390
241 782 0
471 754 0
44 318 84660
69 87 0
738 865 27440
544 820 85710
145 158 60960
92 464 79320
633 911 0
12 834 52140
176 303 53390
70 595 38660
118 337 0
373 503 95980
128 154 0
35 394 26480
754 836 0
135 508 0
295 392 16570
447 639 99920
305 832 57180
244 727 73610
201 496 20370
335 336 59770
592 943 0
125 557 3690
520 876 0
355 411 85870
719 744 30040
230 676 60530
198 976 0
498 884 30910
506 949 40590
243 495 70910
264 542 94120
826 976 81770
26 390 88310
4 932 34540
139 968 95560
54 703 15930
448 491 0
348 559 0
377 604 79330
936 975 20370
598 699 0
236 286 81590
367 643 98140
562 766 97020
665 933 51360
564 911 0
62 748 0
153 597 630
6 215 50570
301 426 84710
96 108 31030
428 626 19770
577 672 51840
644 869 73320
402 941 0
406 748 72610
221 849 0
64 628 41640
137 578 0
48 682 410
147 878 0
255 712 51790
170 427 26860
870 983 89410
290 522 94040
638 852 60340
634 910 76980
581 914 42370
667 889 74760
525 643 480
561 927 0
6 182 8920
114 493 43810
227 853 96080
305 886 12980
670 769 31790
897 923 76130
225 845 56960
611 900 51020
415 593 86370
299 641 7390
21 827 95660
105 557 27110
657 993 82720
422 477 0
208 883 10720
11 910 17280
125 736 0
211 242 0
245 717 14310
76 999 0
187 747 0
341 446 39390
404 665 10860
515 852 33890
726 804 82760
153 433 10380
760 958 0
128 368 17440
241 989 790
124 946 2760
703 948 91790
451 532 48670
296 825 0
42 797 98010
603 785 14120
297 783 20640
32 697 15040
2 463 83560
648 920 0
413 954 93340
377 903 0
311 833 0
210 268 78670
329 760 72660
370 484 47060
422 750 6820
781 922 67720
525 683 32480
98 497 26760
11 567 94210
413 895 0
890 985 0
118 369 0
420 697 0
188 471 67040
131 654 97380
799 979 67810
718 786 65720
276 484 6530
108 794 55570
363 518 0
568 749 46520
257 856 87270
503 837 0
667 679 0
9 618 93120
99 283 16570
31 584 75160
73 583 60960
362 493 65320
172 366 49380
27 232 91610
418 720 71130
269 947 0
151 588 0
24 755 55340
209 684 75180
38 581 55030
313 319 53660
95 415 70080
109 530 78820
152 546 70110
430 646 48640
195 291 0
145 795 44720
358 935 41540
581 961 0
621 870 73180
99 114 10060
359 612 80520
171 896 66340
820 951 21920
378 823 0
339 730 66180
478 784 96220
678 801 63010
280 584 77570
141 710 34960
120 514 16970
619 760 20920
360 789 92790
790 824 89210
354 573 0
299 761 80740
802 951 62130
515 807 98280
819 971 29990
11 258 0
118 776 0
833 992 97170
694 853 51310
376 900 10280
129 906 55320
755 798 71310
564 961 24560
684 900 880
565 661 42640
929 991 66720
82 420 57120
413 821 19080
290 392 0
418 981 97610
121 167 99060
87 471 27920
256 267 71940
337 472 73990
659 971 61310
14 752 13590
232 648 0
621 983 34680
148 785 0
445 697 7380
100 796 81460
683 926 62310
235 885 8260
110 646 55210
475 900 4170
302 593 30580
340 395 52420
901 912 97360
240 731 97480
150 419 57640
85 301 64660
275 940 80960
417 762 54920
264 734 87920
673 974 77140
707 847 34240
22 400 340
66 392 47210
490 802 16030
365 741 24140
106 722 97790
393 504 0
305 645 32030
843 987 21630
37 960 91910
62 207 93020
104 164 63310
621 724 51630
651 907 69990
262 533 74940
494 566 28490
150 893 92480
296 865 0
252 279 53120
167 511 91990
363 700 79280
16 799 66320
265 909 34080
60 767 97910
301 734 0
439 673 61430
375 603 98170
25 584 68910
24 826 81830
199 540 45460
695 991 84030
181 858 43470
663 968 0
190 962 38570
146 350 87820
177 607 20170
97 644 0
644 852 64580
99 649 85460
170 987 47780
393 508 47660
191 423 76760
241 487 99220
534 847 12620
390 936 15990
680 747 80930
786 909 75840
105 828 74190
668 836 21390
200 704 77030
722 994 89980
824 950 39310
13 321 46780
290 360 87710
779 881 84520
449 654 65560
328 800 92720
193 214 55260
755 975 180
232 854 59710
410 655 69020
401 904 42170
153 814 0
287 670 29760
512 597 79810
23 362 96940
740 997 57740
112 299 35180
60 529 8590
702 971 46980
644 745 78780
585 732 20570
320 797 18920
354 690 58590
81 680 79410
308 907 44430
220 923 67090
450 924 83660
366 577 0
385 404 0
13 934 17360
185 233 9220
623 988 18370
270 559 47030
174 755 80770
357 988 23360
159 900 18220
234 795 45490
414 772 73190
240 816 38520
331 887 0
173 373 33320
402 602 0
114 294 0
136 435 0
359 381 35290
562 750 74030
81 655 95070
520 707 84780
574 1000 47560
87 606 11340
299 390 29480
17 953 9930
12 27 0
636 687 57930
56 873 9260
402 723 14440
280 570 35230
59 862 0
772 832 11990
551 555 20970
211 464 34170
223 451 33810
365 995 99980
309 644 70060
312 424 0
667 686 4370
584 809 96020
94 602 64430
13 547 0
412 616 59870
254 343 90080
431 646 78510
517 999 92310
329 759 47180
484 953 75560
298 957 0
447 860 84430
421 692 460
320 736 49010
197 594 61410
298 385 39690
129 513 43570
47 247 10780
63 841 64320
446 519 55990
521 621 37230
485 830 67490
132 820 11980
91 975 16280
490 959 91370
141 906 67410
632 643 56080
212 960 63940
357 472 63740
721 733 47140
343 477 86040
165 569 96320
479 583 73520
13 870 49420
434 963 90570
63 740 22860
197 488 0
214 496 32460
469 612 92590
288 975 0
192 241 0
548 762 28320
251 485 34080
300 380 57690
292 565 52980
135 820 32360
103 457 48030
102 550 27090
90 432 92410
464 854 6860
269 446 46730
234 865 6680
71 101 95340
657 947 81360
152 590 0
304 656 19310
474 807 97130
799 914 79790
106 606 3260
17 430 57690
276 609 7240
316 597 44860
282 816 97180
468 566 8810
343 901 0
43 306 11690
342 394 0
400 996 0
241 461 0
491 994 62770
414 428 92310
229 293 48040
135 184 99690
587 848 3440
860 930 85070
342 393 0
43 248 0
504 911 75130
645 735 1660
466 725 32380
348 712 0
64 310 87190
119 769 0
668 896 31580
449 643 0
724 736 0
381 883 42690
549 747 89030
639 994 0
79 302 93810
864 894 0
352 894 25940
142 302 41460
438 966 21140
337 902 34630
669 798 12010
53 548 80940
245 301 0
165 172 93980
852 928 33670
209 696 57880
267 268 93930
52 352 320
180 336 0
339 606 61320
361 787 58070
94 850 63360
37 777 55840
153 861 50710
859 952 0
879 904 55760
531 989 99290
55 681 41490
423 773 50780
16 382 61390
348 616 81820
132 917 98570
125 469 78240
629 981 45930
284 674 0
20 511 52880
260 438 9680
353 679 89180
372 737 0
23 441 72880
510 579 0
582 877 57480
858 996 61120
632 933 74740
240 903 79340
366 930 42440
233 751 91680
698 993 24430
414 423 78340
189 348 86610
157 205 99230
106 320 44720
428 915 50990
154 943 65330
70 368 78760
413 640 95280
24 288 24890
486 746 0
245 353 44980
92 352 0
555 740 51020
529 693 72090
108 350 67180
203 264 8530
135 891 0
35 81 28170
83 875 0
215 630 0
383 972 15870
431 923 96780
689 782 0
376 426 95130
295 769 29120
309 357 52860
99 990 15940
292 579 61140
291 399 96470
192 674 17970
330 510 96080
514 758 51690
113 624 37190
163 500 75480
87 315 0
328 460 0
552 894 82860
141 420 55020
34 879 0
143 438 6730
407 502 21860
274 329 38780
822 824 58180
95 552 43670
284 695 24020
294 400 1920
497 871 35710
556 593 15270
141 818 91470
366 413 84370
282 793 0
237 326 0
128 215 73960
271 782 43140
707 810 0
109 598 0
229 912 35320
309 605 30910
402 865 84930
124 451 18060
148 306 78930
17 487 35140
400 454 24960
242 512 89070
414 967 22290
221 340 58090
215 779 96760
474 781 16570
739 934 71610
516 960 79970
709 728 88460
61 72 1290
785 792 82140
182 637 39170
124 653 0
362 399 46080
135 949 0
420 610 3580
280 696 17180
382 664 0
132 214 7480
314 854 0
416 980 96560
461 857 0
266 784 48620
299 973 0
332 916 90140
140 153 3990
361 952 0
141 743 15660
193 503 54680
743 963 72670
492 677 66390
392 449 13570
509 955 56280
452 943 37360
445 575 58430
222 700 46420
224 267 33680
119 594 35740
473 483 9710
233 651 37120
